,Store,Date,Weekly_Sales,Type,Temperature,Fuel_Price,PROMO1,PROMO2,PROMO3,PROMO4,PROMO5,CPI,IsHoliday,date,year,month,week,day
57,1,3/4/2011,1636263.41,A,59.58,3.288,14401.955599999996,5304.276,434.8628,8539.592400000001,8019.878000000001,213.8233327,0,2011-03-04,2011,Mar,9,4
58,1,3/5/2010,1554806.68,A,46.5,2.625,5514.7548,1596.4704000000002,707.4911999999999,2052.0704,10384.8576,211.3501429,0,2010-03-05,2010,Mar,9,5
59,1,3/9/2012,1675431.16,A,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,0,2012-03-09,2012,Mar,10,9
60,1,4/1/2011,1495064.75,A,59.17,3.524,14452.222,2649.7539999999995,560.3083999999999,8822.602,7893.4079999999985,214.8371664,0,2011-04-01,2011,Apr,13,1
61,1,4/13/2012,1621031.7,A,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,0,2012-04-13,2012,Apr,15,13
62,1,4/15/2011,1559889.0,A,71.27,3.743,5754.473999999999,2404.4636,32.1964,1568.5451999999998,2965.3244,215.2918561,0,2011-04-15,2011,Apr,15,15
63,1,4/16/2010,1466058.28,A,66.32,2.808,5187.7496,2066.0152,247.6444,1059.0972,4158.7936,210.4887,0,2010-04-16,2010,Apr,15,16
64,1,4/2/2010,1594968.28,A,62.27,2.719,5516.435999999999,2004.4403999999997,742.1772,2061.3604,10297.552,210.8204499,0,2010-04-02,2010,Apr,13,2
65,1,4/20/2012,1521577.8699999999,A,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,0,2012-04-20,2012,Apr,16,20
66,1,4/22/2011,1564819.81,A,72.99,3.807,3695.8836000000006,385.43880000000007,14.645600000000002,576.8644,3705.7268,215.4599053,0,2011-04-22,2011,Apr,16,22
67,1,4/23/2010,1391256.12,A,64.84,2.795,4182.5024,1414.4552,391.20279999999997,823.7184,4185.625599999999,210.4391228,0,2010-04-23,2010,Apr,16,23
68,1,4/27/2012,1468928.3699999999,A,67.23,3.814,3221.25,381.316,35.49,577.14,6222.25,221.6179368,0,2012-04-27,2012,Apr,17,27
69,1,4/29/2011,1455090.69,A,72.03,3.81,4647.0488000000005,311.17440000000005,108.00319999999999,654.2836,3376.9392,215.6279544,0,2011-04-29,2011,Apr,17,29
70,1,4/30/2010,1425100.71,A,67.41,2.78,3418.1027999999997,1271.8644,417.99119999999994,700.5688,4238.9332,210.3895456,0,2010-04-30,2010,Apr,17,30
71,1,4/6/2012,1899676.8800000001,A,70.43,3.891,10121.97,1477.7684,77.98,3750.59,4510.72,221.4356112,0,2012-04-06,2012,Apr,14,6
72,1,4/8/2011,1614259.35,A,67.84,3.622,9216.8892,3206.6552,107.62720000000002,3118.0824,3972.3836000000006,215.0743939,0,2011-04-08,2011,Apr,14,8
73,1,4/9/2010,1545418.53,A,65.86,2.77,5444.704799999999,2050.1664,636.3975999999999,1863.2764000000002,9221.081999999999,210.6228574,0,2010-04-09,2010,Apr,14,9
74,1,5/11/2012,1611096.05,A,73.77,3.688,8351.4,1291.2688000000003,10.52,2443.14,3127.88,221.7256632,0,2012-05-11,2012,May,19,11
75,1,5/13/2011,1604775.58,A,75.64,3.899,6325.629999999999,1545.7216,24.986800000000002,1756.0947999999999,2788.9144,215.9640526,0,2011-05-13,2011,May,19,13
76,1,5/14/2010,1494251.5,A,74.78,2.854,5375.696800000001,2064.8152,251.5428,1162.4160000000002,4448.93,210.3374261,0,2010-05-14,2010,May,19,14
77,1,5/18/2012,1595901.87,A,70.33,3.63,6154.14,705.0172,45.11,1675.49,5508.18,221.742674,0,2012-05-18,2012,May,20,18
78,1,5/20/2011,1428218.27,A,67.63,3.907,4657.650799999999,1163.298,13.038400000000001,970.3779999999999,3359.5204000000003,215.7339202,0,2011-05-20,2011,May,20,20
79,1,5/21/2010,1399662.07,A,76.44,2.826,4757.773999999999,1885.2856,392.6052,973.9375999999997,4335.8608,210.6170934,0,2010-05-21,2010,May,20,21
80,1,5/25/2012,1555444.55,A,77.22,3.561,4039.39,152.9092,745.19,1429.96,3631.13,221.744944,0,2012-05-25,2012,May,21,25
81,1,5/27/2011,1466046.67,A,77.72,3.786,4567.0016,270.008,185.6356,660.19,3705.1432,215.5037878,0,2011-05-27,2011,May,21,27
82,1,5/28/2010,1432069.95,A,80.44,2.759,4202.094,1436.25,369.08560000000006,925.9132000000001,4099.2372000000005,210.8967606,0,2010-05-28,2010,May,21,28
83,1,5/4/2012,1684519.99,A,75.55,3.749,21290.13,1047.3808,69.89,4977.35,3261.04,221.6718,0,2012-05-04,2012,May,18,4
84,1,5/6/2011,1629391.28,A,64.61,3.906,9019.361599999998,2458.538,43.59,2649.1188,3208.2244,215.7960035,0,2011-05-06,2011,May,18,6
85,1,5/7/2010,1603955.1199999999,A,72.55,2.835,5226.328399999999,2062.1947999999998,591.0408,1742.6916,9257.6572,210.3399684,0,2010-05-07,2010,May,18,7
86,1,6/1/2012,1624477.58,A,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,0,2012-06-01,2012,Jun,22,1
87,1,6/10/2011,1588948.32,A,83.13,3.648,7233.900799999999,1943.3324,120.63560000000001,1671.3708000000001,4667.036799999999,215.0435229,0,2011-06-10,2011,Jun,23,10
88,1,6/11/2010,1542561.09,A,80.43,2.668,5308.859200000001,1885.3224000000002,381.0596,1343.9884,6527.9804,211.4560951,0,2010-06-11,2010,Jun,23,11
89,1,6/15/2012,1630607.0,A,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,0,2012-06-15,2012,Jun,24,15
90,1,6/17/2011,1532114.86,A,86.41,3.637,5947.0248,1938.6683999999996,117.76639999999999,1563.7528,4070.5391999999997,214.9980596,0,2011-06-17,2011,Jun,24,17
91,1,6/18/2010,1503284.06,A,84.11,2.637,4768.3348000000005,1880.9716000000003,335.06120000000004,972.5236,4166.7248,211.4537719,0,2010-06-18,2010,Jun,24,18
92,1,6/22/2012,1527845.81,A,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,0,2012-06-22,2012,Jun,25,22
93,1,6/24/2011,1438830.15,A,83.58,3.594,5989.9944,1871.7228,267.5976,2191.7696,6206.0848,215.0910982,0,2011-06-24,2011,Jun,25,24
94,1,6/25/2010,1422711.6,A,84.34,2.653,4371.2236,1819.4907999999998,396.75239999999997,911.4072,4168.091600000001,211.3386526,0,2010-06-25,2010,Jun,25,25
95,1,6/29/2012,1540421.49,A,84.88,3.286,3965.73,161.6,150.9276,435.99,4212.97,221.8434,0,2012-06-29,2012,Jun,26,29
96,1,6/3/2011,1635078.41,A,83.0,3.699,9633.8636,1866.3899999999996,165.5332,2529.2079999999996,3737.1420000000003,215.2736553,0,2011-06-03,2011,Jun,22,3
97,1,6/4/2010,1615524.71,A,80.69,2.705,4971.910400000001,2015.1644000000001,655.3648,1730.1524,9043.127199999999,211.1764278,0,2010-06-04,2010,Jun,22,4
98,1,6/8/2012,1697230.96,A,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,0,2012-06-08,2012,Jun,23,8
99,1,7/1/2011,1488538.09,A,85.55,3.524,7676.761600000001,1862.9724,290.9572,2026.8436000000002,5929.1236,215.1841368,0,2011-07-01,2011,Jul,26,1
100,1,7/13/2012,1527014.04,A,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,0,2012-07-13,2012,Jul,28,13
101,1,7/15/2011,1455119.97,A,88.54,3.575,6002.228400000001,1940.2731999999999,121.15280000000003,1510.8796,4360.841199999999,215.3611087,0,2011-07-15,2011,Jul,28,15
102,1,7/16/2010,1448938.92,A,83.15,2.623,4821.6956,1880.9716,314.61,1061.0667999999998,4177.870800000001,211.1003854,0,2010-07-16,2010,Jul,28,16
103,1,7/2/2010,1492418.1400000001,A,80.91,2.669,5186.310799999999,2004.4404000000002,720.6428,1861.6384000000003,9758.419600000001,211.2235333,0,2010-07-02,2010,Jul,26,2
104,1,7/20/2012,1497954.76,A,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,0,2012-07-20,2012,Jul,29,20
105,1,7/22/2011,1396926.82,A,85.77,3.651,6760.939199999999,1973.26,278.1584,1974.25,5133.6364,215.4222784,0,2011-07-22,2011,Jul,29,22
106,1,7/23/2010,1385065.2,A,83.36,2.608,4371.2236,1819.4907999999998,396.75239999999997,911.4072,4168.091600000001,211.2351443,0,2010-07-23,2010,Jul,29,23
107,1,7/27/2012,1439123.71,A,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,0,2012-07-27,2012,Jul,30,27
108,1,7/29/2011,1352219.79,A,86.83,3.682,4922.273999999999,179.84359999999998,251.31080000000003,2433.5168,4612.3092,215.4834482,0,2011-07-29,2011,Jul,30,29
109,1,7/30/2010,1371986.6,A,81.84,2.64,3418.1027999999997,374.11199999999997,417.99119999999994,568.3804,4238.9332,211.3699032,0,2010-07-30,2010,Jul,30,30
110,1,7/6/2012,1769854.16,A,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,0,2012-07-06,2012,Jul,27,6
111,1,7/8/2011,1534849.64,A,85.83,3.48,6328.6664,2429.2564,135.4232,1456.9668,6038.0016000000005,215.2771754,0,2011-07-08,2011,Jul,27,8
112,1,7/9/2010,1546074.18,A,80.48,2.642,5201.028799999999,1891.2663999999997,541.0208,1411.2120000000002,7937.5376,211.108414,0,2010-07-09,2010,Jul,27,9
113,1,8/12/2011,1525147.09,A,90.76,3.638,6578.336799999999,1933.0723999999996,119.03080000000001,1619.1343999999997,4844.3656,215.6057878,0,2011-08-12,2011,Aug,32,12
114,1,8/13/2010,1508237.76,A,87.0,2.692,5218.0808,1882.62,371.2,1232.7047999999998,5561.3696,211.6394211,0,2010-08-13,2010,Aug,32,13
115,1,8/19/2011,1530761.43,A,89.94,3.554,5759.6828000000005,1943.4424000000001,136.7228,1468.1127999999999,4150.6952,215.6693107,0,2011-08-19,2011,Aug,33,19
116,1,8/20/2010,1513080.49,A,86.65,2.664,4757.773999999999,1885.2856000000002,392.6052,973.9376,4335.8608,211.6033633,0,2010-08-20,2010,Aug,33,20
117,1,8/26/2011,1464693.46,A,87.96,3.523,5828.688,1644.4620000000002,159.3828,2750.6911999999998,4300.1864000000005,215.7332258,0,2011-08-26,2011,Aug,34,26
118,1,8/27/2010,1449142.92,A,85.22,2.619,3957.7563999999998,779.1475999999999,372.1436,911.4072,3990.3992000000003,211.5673056,0,2010-08-27,2010,Aug,34,27
119,1,8/5/2011,1624383.75,A,91.65,3.684,7598.5792,1914.9472,150.166,1794.108,4249.1248,215.544618,0,2011-08-05,2011,Aug,31,5
120,1,8/6/2010,1605491.78,A,87.16,2.627,5325.1152,1891.2664000000002,607.6912,1570.18,8877.324,211.5046621,0,2010-08-06,2010,Aug,31,6
121,1,9/10/2010,1507460.69,A,78.69,2.565,1651.4472000000003,15925.996000000001,35133.893200000006,286.2984,2184.1564,211.4951902,1,2010-09-10,2010,Sep,36,10
122,1,9/16/2011,1514259.78,A,79.94,3.526,6240.557999999999,3396.8036000000006,222.8852,1232.1304,4831.7208,216.0410526,0,2011-09-16,2011,Sep,37,16
123,1,9/17/2010,1430378.67,A,82.11,2.582,4757.773999999999,1880.9716,392.6052,972.5236,4335.8607999999995,211.5224596,0,2010-09-17,2010,Sep,37,17
124,1,9/2/2011,1550229.22,A,87.83,3.533,6161.7548,2059.7043999999996,588.7808,1611.1328,10316.1388,215.7971409,0,2011-09-02,2011,Sep,35,2
125,1,9/23/2011,1380020.27,A,75.8,3.467,5657.7016,1934.862,259.2756,1078.1544000000001,4403.9608,216.3758246,0,2011-09-23,2011,Sep,38,23
126,1,9/24/2010,1351791.03,A,80.94,2.624,4116.084,1819.4907999999998,372.1964,911.4072,4004.1792000000005,211.5972246,0,2010-09-24,2010,Sep,38,24
127,1,9/3/2010,1540163.53,A,81.21,2.577,5557.93,2004.4404000000002,666.5744,1832.7188,9566.345599999999,211.5312479,0,2010-09-03,2010,Sep,35,3
128,1,9/30/2011,1394561.83,A,79.69,3.355,4437.6464000000005,396.392,335.62440000000004,925.9132000000001,4100.9528,216.7105965,0,2011-09-30,2011,Sep,39,30
129,1,9/9/2011,1540471.24,A,76.0,3.546,1867.1091999999999,9925.871200000001,39221.0568,633.4336,1701.1796,215.861056,1,2011-09-09,2011,Sep,36,9
130,2,1/13/2012,1744725.48,A,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.5328198,0,2012-01-13,2012,Jan,2,13
131,2,1/14/2011,1744193.58,A,33.02,2.983,6529.0848,9232.5204,41.5976,1545.6744,3860.1284,211.1176713,0,2011-01-14,2011,Jan,2,14
132,2,1/20/2012,1711769.11,A,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,0,2012-01-20,2012,Jan,3,20
133,2,1/21/2011,1751384.9,A,41.4,3.016,3338.462,3509.1672,40.501599999999996,434.8664,4098.494000000001,211.4864691,0,2011-01-21,2011,Jan,3,21
134,2,1/27/2012,1660906.1400000001,A,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.7188636,0,2012-01-27,2012,Jan,4,27
135,2,1/28/2011,1695371.68,A,42.83,3.01,2931.9616000000005,1622.3972000000003,251.9632,415.86640000000006,3910.1483999999996,211.8552668,0,2011-01-28,2011,Jan,4,28
136,2,1/6/2012,1799520.1400000001,A,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,0,2012-01-06,2012,Jan,1,6
137,2,1/7/2011,1758050.79,A,44.69,2.976,13003.4652,11607.28,65.2092,6944.340399999999,4296.7776,211.0648881,0,2011-01-07,2011,Jan,1,7
138,2,10/1/2010,1827440.43,A,69.24,2.603,5299.1376,2004.4404000000002,737.4315999999999,2011.7004000000002,10113.9064,211.3298742,0,2010-10-01,2010,Oct,39,1
139,2,10/14/2011,1743882.19,A,71.67,3.274,5482.3336,2401.3484000000003,237.43040000000002,1162.0356,4515.0832,217.0048261,0,2011-10-14,2011,Oct,41,14
140,2,10/15/2010,1794355.49,A,65.8,2.72,4278.3872,1470.7812,393.6983999999999,1187.1912,4140.172799999999,211.4713286,0,2010-10-15,2010,Oct,41,15
141,2,10/21/2011,1834680.25,A,64.53,3.353,4932.8984,1885.2856,322.7788,1014.8552000000002,4234.853999999999,217.1650042,0,2011-10-21,2011,Oct,42,21
142,2,10/22/2010,1737947.64,A,68.5,2.725,3503.5,1414.4551999999999,402.94599999999997,823.7184000000001,4009.0904000000005,211.5187208,0,2010-10-22,2010,Oct,42,22
143,2,10/28/2011,1769296.25,A,65.87,3.372,4268.908399999999,1139.1819999999998,485.4932,809.7843999999999,4400.3528,217.3251824,0,2011-10-28,2011,Oct,43,28
144,2,10/29/2010,1802755.11,A,66.24,2.716,3093.1072000000004,213.4,428.7132,436.2564,4130.022,211.5661131,0,2010-10-29,2010,Oct,43,29
145,2,10/7/2011,1837553.43,A,69.92,3.285,5551.799600000001,2067.7776,595.0580000000001,1652.0988,8983.5312,216.6958311,0,2011-10-07,2011,Oct,40,7
146,2,10/8/2010,1849921.44,A,63.19,2.633,5369.7412,2002.73,664.232,1863.0439999999996,9503.835599999999,211.4044906,0,2010-10-08,2010,Oct,40,8
147,2,11/11/2011,1920725.15,A,59.33,3.297,10797.64,20445.0,443.32,4754.07,4787.16,217.6455387,0,2011-11-11,2011,Nov,45,11
148,2,11/12/2010,1916812.74,A,59.69,2.728,4480.2124,1340.826,375.81640000000004,1519.0576,5473.0644,211.6608975,0,2010-11-12,2010,Nov,45,12
149,2,11/18/2011,1902762.5,A,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.8670218,0,2011-11-18,2011,Nov,46,18
150,2,11/19/2010,1956739.17,A,50.81,2.771,3524.3691999999996,93.37280000000001,438.44919999999996,991.688,4886.890399999999,211.5470304,0,2010-11-19,2010,Nov,46,19
151,2,11/25/2011,2614202.3,A,56.36,3.236,919.71,62.0,77451.26,23.0,1589.43,218.1130269,1,2011-11-25,2011,Nov,47,25
152,2,11/26/2010,2658725.29,A,62.98,2.735,2083.574,23086.075599999996,28019.4656,353.9044,2282.5112,211.4062867,1,2010-11-26,2010,Nov,47,26
153,2,11/4/2011,1959707.9,A,55.53,3.332,5855.34,1999.9980000000003,845.0416,2352.4064,11591.196000000002,217.4853605,0,2011-11-04,2011,Nov,44,4
154,2,11/5/2010,1939061.41,A,57.85,2.689,4967.8212,2004.4404000000002,703.6056,1803.93,10055.568399999998,211.6135053,0,2010-11-05,2010,Nov,44,5
155,2,12/10/2010,2378726.55,A,45.5,2.843,4165.928,1294.1832,631.5708,1472.0928,9358.708400000001,211.1247993,0,2010-12-10,2010,Dec,49,10
156,2,12/16/2011,2432736.52,A,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,218.8217928,0,2011-12-16,2011,Dec,50,16
157,2,12/17/2010,2609166.75,A,47.55,2.869,3404.4399999999996,515.1148000000001,446.32200000000006,1019.4544000000001,4950.7556,211.0645458,0,2010-12-17,2010,Dec,50,17
158,2,12/2/2011,1954952.0,A,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,218.3590319,0,2011-12-02,2011,Dec,48,2
159,2,12/23/2011,2717353.3350000004,A,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,0,2011-12-23,2011,Dec,51,23
160,2,12/24/2010,2717353.3350000004,A,49.97,2.886,2729.3384,112.34720000000002,424.7164,717.8983999999999,3883.8664000000003,211.0646599,0,2010-12-24,2010,Dec,51,24
161,2,12/3/2010,2015781.27,A,49.33,2.708,4473.9252,1450.2019999999998,766.4524,1600.7515999999998,11021.0676,211.265543,0,2010-12-03,2010,Dec,48,3
162,2,12/30/2011,1874226.52,A,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,219.1773063,1,2011-12-30,2011,Dec,52,30
163,2,12/31/2010,1750434.55,A,47.3,2.943,2472.2704000000003,26678.9492,24743.817600000002,386.2788,2049.086,211.064774,1,2010-12-31,2010,Dec,52,31
