Cluster/Country/Region,SubCluster,calweek,brand,dc,product_code,customer_code,Quantity
US,SC1,202133,BRANDA,DC1,PRDCT1,CUSTA,531
US,SC1,202134,BRANDA,DC1,PRDCT1,CUSTA,515
US,SC1,202135,BRANDA,DC1,PRDCT1,CUSTA,544
US,SC1,202136,BRANDA,DC1,PRDCT1,CUSTA,562
US,SC1,202137,BRANDA,DC1,PRDCT1,CUSTA,579
US,SC1,202138,BRANDA,DC1,PRDCT1,CUSTA,567
US,SC1,202139,BRANDA,DC1,PRDCT1,CUSTA,580
US,SC1,202140,BRANDA,DC1,PRDCT1,CUSTA,523
US,SC1,202141,BRANDA,DC1,PRDCT1,CUSTA,524
US,SC1,202142,BRANDA,DC1,PRDCT1,CUSTA,540
US,SC1,202143,BRANDA,DC1,PRDCT1,CUSTA,583
US,SC1,202144,BRANDA,DC1,PRDCT1,CUSTA,554
US,SC1,202145,BRANDA,DC1,PRDCT1,CUSTA,524
US,SC1,202146,BRANDA,DC1,PRDCT1,CUSTA,582
US,SC1,202147,BRANDA,DC1,PRDCT1,CUSTA,521
US,SC1,202148,BRANDA,DC1,PRDCT1,CUSTA,597
US,SC1,202149,BRANDA,DC1,PRDCT1,CUSTA,540
US,SC1,202150,BRANDA,DC1,PRDCT1,CUSTA,524
US,SC1,202151,BRANDA,DC1,PRDCT1,CUSTA,571
US,SC1,202152,BRANDA,DC1,PRDCT1,CUSTA,557
US,SC1,202201,BRANDA,DC1,PRDCT1,CUSTA,529
US,SC1,202202,BRANDA,DC1,PRDCT1,CUSTA,570
US,SC1,202203,BRANDA,DC1,PRDCT1,CUSTA,544
US,SC1,202204,BRANDA,DC1,PRDCT1,CUSTA,544
US,SC1,202205,BRANDA,DC1,PRDCT1,CUSTA,566
US,SC1,202206,BRANDA,DC1,PRDCT1,CUSTA,548
US,SC1,202207,BRANDA,DC1,PRDCT1,CUSTA,541
US,SC1,202208,BRANDA,DC1,PRDCT1,CUSTA,522
US,SC1,202209,BRANDA,DC1,PRDCT1,CUSTA,565
US,SC1,202210,BRANDA,DC1,PRDCT1,CUSTA,566
US,SC1,202211,BRANDA,DC1,PRDCT1,CUSTA,549
US,SC1,202212,BRANDA,DC1,PRDCT1,CUSTA,546
US,SC1,202213,BRANDA,DC1,PRDCT1,CUSTA,557
US,SC1,202214,BRANDA,DC1,PRDCT1,CUSTA,554
US,SC1,202215,BRANDA,DC1,PRDCT1,CUSTA,585
US,SC1,202216,BRANDA,DC1,PRDCT1,CUSTA,542
US,SC1,202217,BRANDA,DC1,PRDCT1,CUSTA,541
US,SC1,202218,BRANDA,DC1,PRDCT1,CUSTA,541
US,SC1,202219,BRANDA,DC1,PRDCT1,CUSTA,529
US,SC1,202220,BRANDA,DC1,PRDCT1,CUSTA,512
US,SC1,202221,BRANDA,DC1,PRDCT1,CUSTA,512
US,SC1,202222,BRANDA,DC1,PRDCT1,CUSTA,550
US,SC1,202223,BRANDA,DC1,PRDCT1,CUSTA,561
US,SC1,202224,BRANDA,DC1,PRDCT1,CUSTA,533
US,SC1,202225,BRANDA,DC1,PRDCT1,CUSTA,559
US,SC1,202226,BRANDA,DC1,PRDCT1,CUSTA,487
US,SC1,202227,BRANDA,DC1,PRDCT1,CUSTA,533
US,SC1,202228,BRANDA,DC1,PRDCT1,CUSTA,510
US,SC1,202229,BRANDA,DC1,PRDCT1,CUSTA,518
US,SC1,202230,BRANDA,DC1,PRDCT1,CUSTA,547
US,SC1,202231,BRANDA,DC1,PRDCT1,CUSTA,507
US,SC1,202232,BRANDA,DC1,PRDCT1,CUSTA,565
US,SC1,202233,BRANDA,DC1,PRDCT1,CUSTA,553
US,SC1,202234,BRANDA,DC1,PRDCT1,CUSTA,566
US,SC1,202235,BRANDA,DC1,PRDCT1,CUSTA,517
US,SC1,202236,BRANDA,DC1,PRDCT1,CUSTA,517
US,SC1,202237,BRANDA,DC1,PRDCT1,CUSTA,580
US,SC1,202238,BRANDA,DC1,PRDCT1,CUSTA,558
US,SC1,202239,BRANDA,DC1,PRDCT1,CUSTA,552
US,SC1,202240,BRANDA,DC1,PRDCT1,CUSTA,538
US,SC1,202241,BRANDA,DC1,PRDCT1,CUSTA,534
US,SC1,202242,BRANDA,DC1,PRDCT1,CUSTA,568
US,SC1,202243,BRANDA,DC1,PRDCT1,CUSTA,514
US,SC1,202244,BRANDA,DC1,PRDCT1,CUSTA,534
US,SC1,202245,BRANDA,DC1,PRDCT1,CUSTA,537
US,SC1,202246,BRANDA,DC1,PRDCT1,CUSTA,542
US,SC1,202247,BRANDA,DC1,PRDCT1,CUSTA,556
US,SC1,202248,BRANDA,DC1,PRDCT1,CUSTA,584
US,SC1,202249,BRANDA,DC1,PRDCT1,CUSTA,547
US,SC1,202250,BRANDA,DC1,PRDCT1,CUSTA,562
US,SC1,202251,BRANDA,DC1,PRDCT1,CUSTA,550
US,SC1,202252,BRANDA,DC1,PRDCT1,CUSTA,534
US,SC1,202301,BRANDA,DC1,PRDCT1,CUSTA,570
US,SC1,202302,BRANDA,DC1,PRDCT1,CUSTA,582
US,SC1,202303,BRANDA,DC1,PRDCT1,CUSTA,547
US,SC1,202304,BRANDA,DC1,PRDCT1,CUSTA,528
US,SC1,202305,BRANDA,DC1,PRDCT1,CUSTA,548
US,SC1,202306,BRANDA,DC1,PRDCT1,CUSTA,526
US,SC1,202307,BRANDA,DC1,PRDCT1,CUSTA,512
US,SC1,202308,BRANDA,DC1,PRDCT1,CUSTA,529
US,SC1,202309,BRANDA,DC1,PRDCT1,CUSTA,567
US,SC1,202310,BRANDA,DC1,PRDCT1,CUSTA,569
US,SC1,202311,BRANDA,DC1,PRDCT1,CUSTA,553
US,SC1,202312,BRANDA,DC1,PRDCT1,CUSTA,522
US,SC1,202313,BRANDA,DC1,PRDCT1,CUSTA,559
US,SC1,202314,BRANDA,DC1,PRDCT1,CUSTA,541
US,SC1,202315,BRANDA,DC1,PRDCT1,CUSTA,544
US,SC1,202001,BRANDA,DC1,PRDCT1,CUSTB,552
US,SC1,202002,BRANDA,DC1,PRDCT1,CUSTB,499
US,SC1,202003,BRANDA,DC1,PRDCT1,CUSTB,565
US,SC1,202004,BRANDA,DC1,PRDCT1,CUSTB,549
US,SC1,202005,BRANDA,DC1,PRDCT1,CUSTB,528
US,SC1,202006,BRANDA,DC1,PRDCT1,CUSTB,561
US,SC1,202007,BRANDA,DC1,PRDCT1,CUSTB,560
US,SC1,202008,BRANDA,DC1,PRDCT1,CUSTB,524
US,SC1,202009,BRANDA,DC1,PRDCT1,CUSTB,548
US,SC1,202010,BRANDA,DC1,PRDCT1,CUSTB,590
US,SC1,202011,BRANDA,DC1,PRDCT1,CUSTB,532
US,SC1,202012,BRANDA,DC1,PRDCT1,CUSTB,525
US,SC1,202013,BRANDA,DC1,PRDCT1,CUSTB,555
US,SC1,202014,BRANDA,DC1,PRDCT1,CUSTB,547
US,SC1,202015,BRANDA,DC1,PRDCT1,CUSTB,536
US,SC1,202016,BRANDA,DC1,PRDCT1,CUSTB,537
US,SC1,202017,BRANDA,DC1,PRDCT1,CUSTB,565
US,SC1,202018,BRANDA,DC1,PRDCT1,CUSTB,552
US,SC1,202019,BRANDA,DC1,PRDCT1,CUSTB,532
US,SC1,202020,BRANDA,DC1,PRDCT1,CUSTB,550
US,SC1,202021,BRANDA,DC1,PRDCT1,CUSTB,557
US,SC1,202022,BRANDA,DC1,PRDCT1,CUSTB,588
US,SC1,202023,BRANDA,DC1,PRDCT1,CUSTB,555
US,SC1,202024,BRANDA,DC1,PRDCT1,CUSTB,517
US,SC1,202025,BRANDA,DC1,PRDCT1,CUSTB,569
US,SC1,202026,BRANDA,DC1,PRDCT1,CUSTB,564
US,SC1,202027,BRANDA,DC1,PRDCT1,CUSTB,585
US,SC1,202028,BRANDA,DC1,PRDCT1,CUSTB,549
US,SC1,202029,BRANDA,DC1,PRDCT1,CUSTB,612
US,SC1,202030,BRANDA,DC1,PRDCT1,CUSTB,545
US,SC1,202031,BRANDA,DC1,PRDCT1,CUSTB,538
US,SC1,202032,BRANDA,DC1,PRDCT1,CUSTB,512
US,SC1,202033,BRANDA,DC1,PRDCT1,CUSTB,579
US,SC1,202034,BRANDA,DC1,PRDCT1,CUSTB,502
US,SC1,202035,BRANDA,DC1,PRDCT1,CUSTB,511
US,SC1,202036,BRANDA,DC1,PRDCT1,CUSTB,558
US,SC1,202037,BRANDA,DC1,PRDCT1,CUSTB,580
US,SC1,202038,BRANDA,DC1,PRDCT1,CUSTB,554
US,SC1,202039,BRANDA,DC1,PRDCT1,CUSTB,537
US,SC1,202040,BRANDA,DC1,PRDCT1,CUSTB,526
US,SC1,202041,BRANDA,DC1,PRDCT1,CUSTB,560
US,SC1,202042,BRANDA,DC1,PRDCT1,CUSTB,582
US,SC1,202043,BRANDA,DC1,PRDCT1,CUSTB,544
US,SC1,202044,BRANDA,DC1,PRDCT1,CUSTB,554
US,SC1,202045,BRANDA,DC1,PRDCT1,CUSTB,536
US,SC1,202046,BRANDA,DC1,PRDCT1,CUSTB,549
US,SC1,202047,BRANDA,DC1,PRDCT1,CUSTB,556
US,SC1,202048,BRANDA,DC1,PRDCT1,CUSTB,546
US,SC1,202049,BRANDA,DC1,PRDCT1,CUSTB,578
US,SC1,202050,BRANDA,DC1,PRDCT1,CUSTB,528
US,SC1,202051,BRANDA,DC1,PRDCT1,CUSTB,532
US,SC1,202052,BRANDA,DC1,PRDCT1,CUSTB,570
US,SC1,202101,BRANDA,DC1,PRDCT1,CUSTB,567
US,SC1,202102,BRANDA,DC1,PRDCT1,CUSTB,521
US,SC1,202103,BRANDA,DC1,PRDCT1,CUSTB,590
US,SC1,202104,BRANDA,DC1,PRDCT1,CUSTB,550
US,SC1,202105,BRANDA,DC1,PRDCT1,CUSTB,543
US,SC1,202106,BRANDA,DC1,PRDCT1,CUSTB,563
US,SC1,202107,BRANDA,DC1,PRDCT1,CUSTB,539
US,SC1,202108,BRANDA,DC1,PRDCT1,CUSTB,571
US,SC1,202109,BRANDA,DC1,PRDCT1,CUSTB,568
US,SC1,202110,BRANDA,DC1,PRDCT1,CUSTB,573
US,SC1,202111,BRANDA,DC1,PRDCT1,CUSTB,568
US,SC1,202112,BRANDA,DC1,PRDCT1,CUSTB,559
US,SC1,202113,BRANDA,DC1,PRDCT1,CUSTB,597
US,SC1,202114,BRANDA,DC1,PRDCT1,CUSTB,518
US,SC1,202115,BRANDA,DC1,PRDCT1,CUSTB,530
US,SC1,202116,BRANDA,DC1,PRDCT1,CUSTB,575
US,SC1,202117,BRANDA,DC1,PRDCT1,CUSTB,594
US,SC1,202118,BRANDA,DC1,PRDCT1,CUSTB,543
US,SC1,202119,BRANDA,DC1,PRDCT1,CUSTB,547
US,SC1,202120,BRANDA,DC1,PRDCT1,CUSTB,536
US,SC1,202121,BRANDA,DC1,PRDCT1,CUSTB,579
US,SC1,202122,BRANDA,DC1,PRDCT1,CUSTB,559
US,SC1,202123,BRANDA,DC1,PRDCT1,CUSTB,556
US,SC1,202124,BRANDA,DC1,PRDCT1,CUSTB,543
US,SC1,202125,BRANDA,DC1,PRDCT1,CUSTB,540
US,SC1,202126,BRANDA,DC1,PRDCT1,CUSTB,576
US,SC1,202127,BRANDA,DC1,PRDCT1,CUSTB,523
US,SC1,202128,BRANDA,DC1,PRDCT1,CUSTB,537
US,SC1,202129,BRANDA,DC1,PRDCT1,CUSTB,522
US,SC1,202130,BRANDA,DC1,PRDCT1,CUSTB,545
US,SC1,202131,BRANDA,DC1,PRDCT1,CUSTB,549
US,SC1,202132,BRANDA,DC1,PRDCT1,CUSTB,524
US,SC1,202133,BRANDA,DC1,PRDCT1,CUSTB,541
US,SC1,202134,BRANDA,DC1,PRDCT1,CUSTB,527
US,SC1,202135,BRANDA,DC1,PRDCT1,CUSTB,568
US,SC1,202136,BRANDA,DC1,PRDCT1,CUSTB,566
US,SC1,202137,BRANDA,DC1,PRDCT1,CUSTB,513
US,SC1,202138,BRANDA,DC1,PRDCT1,CUSTB,563
US,SC1,202139,BRANDA,DC1,PRDCT1,CUSTB,555
US,SC1,202140,BRANDA,DC1,PRDCT1,CUSTB,534
US,SC1,202141,BRANDA,DC1,PRDCT1,CUSTB,530
US,SC1,202142,BRANDA,DC1,PRDCT1,CUSTB,527
US,SC1,202143,BRANDA,DC1,PRDCT1,CUSTB,560
US,SC1,202144,BRANDA,DC1,PRDCT1,CUSTB,534
US,SC1,202145,BRANDA,DC1,PRDCT1,CUSTB,542
US,SC1,202146,BRANDA,DC1,PRDCT1,CUSTB,531
US,SC1,202147,BRANDA,DC1,PRDCT1,CUSTB,522
US,SC1,202148,BRANDA,DC1,PRDCT1,CUSTB,535
US,SC1,202149,BRANDA,DC1,PRDCT1,CUSTB,589
US,SC1,202150,BRANDA,DC1,PRDCT1,CUSTB,539
US,SC1,202151,BRANDA,DC1,PRDCT1,CUSTB,526
US,SC1,202152,BRANDA,DC1,PRDCT1,CUSTB,537
US,SC1,202201,BRANDA,DC1,PRDCT1,CUSTB,532
US,SC1,202202,BRANDA,DC1,PRDCT1,CUSTB,534
US,SC1,202203,BRANDA,DC1,PRDCT1,CUSTB,563
US,SC1,202204,BRANDA,DC1,PRDCT1,CUSTB,536
US,SC1,202205,BRANDA,DC1,PRDCT1,CUSTB,541
US,SC1,202206,BRANDA,DC1,PRDCT1,CUSTB,560
US,SC1,202207,BRANDA,DC1,PRDCT1,CUSTB,562
US,SC1,202208,BRANDA,DC1,PRDCT1,CUSTB,547
US,SC1,202209,BRANDA,DC1,PRDCT1,CUSTB,495
US,SC1,202210,BRANDA,DC1,PRDCT1,CUSTB,552
US,SC1,202211,BRANDA,DC1,PRDCT1,CUSTB,559
US,SC1,202212,BRANDA,DC1,PRDCT1,CUSTB,549
US,SC1,202213,BRANDA,DC1,PRDCT1,CUSTB,556
US,SC1,202214,BRANDA,DC1,PRDCT1,CUSTB,576
US,SC1,202215,BRANDA,DC1,PRDCT1,CUSTB,575
US,SC1,202216,BRANDA,DC1,PRDCT1,CUSTB,539
US,SC1,202217,BRANDA,DC1,PRDCT1,CUSTB,572
US,SC1,202218,BRANDA,DC1,PRDCT1,CUSTB,565
US,SC1,202219,BRANDA,DC1,PRDCT1,CUSTB,575
US,SC1,202220,BRANDA,DC1,PRDCT1,CUSTB,507
US,SC1,202221,BRANDA,DC1,PRDCT1,CUSTB,611
US,SC1,202222,BRANDA,DC1,PRDCT1,CUSTB,563
US,SC1,202223,BRANDA,DC1,PRDCT1,CUSTB,563
US,SC1,202224,BRANDA,DC1,PRDCT1,CUSTB,606
US,SC1,202225,BRANDA,DC1,PRDCT1,CUSTB,529
US,SC1,202226,BRANDA,DC1,PRDCT1,CUSTB,537
US,SC1,202227,BRANDA,DC1,PRDCT1,CUSTB,531
US,SC1,202228,BRANDA,DC1,PRDCT1,CUSTB,551
US,SC1,202229,BRANDA,DC1,PRDCT1,CUSTB,546
US,SC1,202230,BRANDA,DC1,PRDCT1,CUSTB,549
US,SC1,202231,BRANDA,DC1,PRDCT1,CUSTB,556
US,SC1,202232,BRANDA,DC1,PRDCT1,CUSTB,567
US,SC1,202233,BRANDA,DC1,PRDCT1,CUSTB,521
US,SC1,202234,BRANDA,DC1,PRDCT1,CUSTB,532
US,SC1,202235,BRANDA,DC1,PRDCT1,CUSTB,524
US,SC1,202236,BRANDA,DC1,PRDCT1,CUSTB,574
US,SC1,202237,BRANDA,DC1,PRDCT1,CUSTB,557
US,SC1,202238,BRANDA,DC1,PRDCT1,CUSTB,574
US,SC1,202239,BRANDA,DC1,PRDCT1,CUSTB,514
US,SC1,202240,BRANDA,DC1,PRDCT1,CUSTB,560
US,SC1,202241,BRANDA,DC1,PRDCT1,CUSTB,531
US,SC1,202242,BRANDA,DC1,PRDCT1,CUSTB,548
US,SC1,202243,BRANDA,DC1,PRDCT1,CUSTB,560
US,SC1,202244,BRANDA,DC1,PRDCT1,CUSTB,528
US,SC1,202245,BRANDA,DC1,PRDCT1,CUSTB,552
US,SC1,202246,BRANDA,DC1,PRDCT1,CUSTB,578
US,SC1,202247,BRANDA,DC1,PRDCT1,CUSTB,548
US,SC1,202248,BRANDA,DC1,PRDCT1,CUSTB,541
US,SC1,202249,BRANDA,DC1,PRDCT1,CUSTB,560
US,SC1,202250,BRANDA,DC1,PRDCT1,CUSTB,564
US,SC1,202251,BRANDA,DC1,PRDCT1,CUSTB,525
US,SC1,202252,BRANDA,DC1,PRDCT1,CUSTB,603
US,SC1,202301,BRANDA,DC1,PRDCT1,CUSTB,558
US,SC1,202302,BRANDA,DC1,PRDCT1,CUSTB,583
US,SC1,202303,BRANDA,DC1,PRDCT1,CUSTB,566
US,SC1,202304,BRANDA,DC1,PRDCT1,CUSTB,552
US,SC1,202305,BRANDA,DC1,PRDCT1,CUSTB,591
US,SC1,202306,BRANDA,DC1,PRDCT1,CUSTB,527
US,SC1,202307,BRANDA,DC1,PRDCT1,CUSTB,549
US,SC1,202308,BRANDA,DC1,PRDCT1,CUSTB,557
US,SC1,202309,BRANDA,DC1,PRDCT1,CUSTB,548
US,SC1,202310,BRANDA,DC1,PRDCT1,CUSTB,571
US,SC1,202311,BRANDA,DC1,PRDCT1,CUSTB,537
US,SC1,202312,BRANDA,DC1,PRDCT1,CUSTB,543
US,SC1,202313,BRANDA,DC1,PRDCT1,CUSTB,520
US,SC1,202314,BRANDA,DC1,PRDCT1,CUSTB,528
US,SC1,202315,BRANDA,DC1,PRDCT1,CUSTB,535
US,SC1,202001,BRANDA,DC1,PRDCT1,CUSTC,525
US,SC1,202002,BRANDA,DC1,PRDCT1,CUSTC,547
US,SC1,202003,BRANDA,DC1,PRDCT1,CUSTC,558
US,SC1,202004,BRANDA,DC1,PRDCT1,CUSTC,543
US,SC1,202005,BRANDA,DC1,PRDCT1,CUSTC,546
US,SC1,202006,BRANDA,DC1,PRDCT1,CUSTC,533
US,SC1,202007,BRANDA,DC1,PRDCT1,CUSTC,521
US,SC1,202008,BRANDA,DC1,PRDCT1,CUSTC,548
US,SC1,202009,BRANDA,DC1,PRDCT1,CUSTC,545
US,SC1,202010,BRANDA,DC1,PRDCT1,CUSTC,533
US,SC1,202011,BRANDA,DC1,PRDCT1,CUSTC,570
US,SC1,202012,BRANDA,DC1,PRDCT1,CUSTC,589
US,SC1,202013,BRANDA,DC1,PRDCT1,CUSTC,557
US,SC1,202014,BRANDA,DC1,PRDCT1,CUSTC,566
US,SC1,202015,BRANDA,DC1,PRDCT1,CUSTC,581
US,SC1,202016,BRANDA,DC1,PRDCT1,CUSTC,533
US,SC1,202017,BRANDA,DC1,PRDCT1,CUSTC,527
US,SC1,202018,BRANDA,DC1,PRDCT1,CUSTC,545
US,SC1,202019,BRANDA,DC1,PRDCT1,CUSTC,571
US,SC1,202020,BRANDA,DC1,PRDCT1,CUSTC,536
US,SC1,202021,BRANDA,DC1,PRDCT1,CUSTC,525
US,SC1,202022,BRANDA,DC1,PRDCT1,CUSTC,531
US,SC1,202023,BRANDA,DC1,PRDCT1,CUSTC,539
US,SC1,202024,BRANDA,DC1,PRDCT1,CUSTC,589
US,SC1,202025,BRANDA,DC1,PRDCT1,CUSTC,550
US,SC1,202026,BRANDA,DC1,PRDCT1,CUSTC,559
US,SC1,202027,BRANDA,DC1,PRDCT1,CUSTC,536
US,SC1,202028,BRANDA,DC1,PRDCT1,CUSTC,506
US,SC1,202029,BRANDA,DC1,PRDCT1,CUSTC,573
US,SC1,202030,BRANDA,DC1,PRDCT1,CUSTC,594
US,SC1,202031,BRANDA,DC1,PRDCT1,CUSTC,575
US,SC1,202032,BRANDA,DC1,PRDCT1,CUSTC,559
US,SC1,202033,BRANDA,DC1,PRDCT1,CUSTC,575
US,SC1,202034,BRANDA,DC1,PRDCT1,CUSTC,504
US,SC1,202035,BRANDA,DC1,PRDCT1,CUSTC,574
US,SC1,202036,BRANDA,DC1,PRDCT1,CUSTC,520
US,SC1,202037,BRANDA,DC1,PRDCT1,CUSTC,528
US,SC1,202038,BRANDA,DC1,PRDCT1,CUSTC,532
US,SC1,202039,BRANDA,DC1,PRDCT1,CUSTC,510
US,SC1,202040,BRANDA,DC1,PRDCT1,CUSTC,571
US,SC1,202041,BRANDA,DC1,PRDCT1,CUSTC,579
US,SC1,202042,BRANDA,DC1,PRDCT1,CUSTC,597
US,SC1,202043,BRANDA,DC1,PRDCT1,CUSTC,545
US,SC1,202044,BRANDA,DC1,PRDCT1,CUSTC,556
US,SC1,202045,BRANDA,DC1,PRDCT1,CUSTC,540
US,SC1,202046,BRANDA,DC1,PRDCT1,CUSTC,531
US,SC1,202047,BRANDA,DC1,PRDCT1,CUSTC,538
US,SC1,202048,BRANDA,DC1,PRDCT1,CUSTC,555
US,SC1,202049,BRANDA,DC1,PRDCT1,CUSTC,578
US,SC1,202050,BRANDA,DC1,PRDCT1,CUSTC,611
US,SC1,202051,BRANDA,DC1,PRDCT1,CUSTC,514
US,SC1,202052,BRANDA,DC1,PRDCT1,CUSTC,538
US,SC1,202101,BRANDA,DC1,PRDCT1,CUSTC,564
US,SC1,202102,BRANDA,DC1,PRDCT1,CUSTC,565
US,SC1,202103,BRANDA,DC1,PRDCT1,CUSTC,540
US,SC1,202104,BRANDA,DC1,PRDCT1,CUSTC,560
US,SC1,202105,BRANDA,DC1,PRDCT1,CUSTC,531
US,SC1,202106,BRANDA,DC1,PRDCT1,CUSTC,532
US,SC1,202107,BRANDA,DC1,PRDCT1,CUSTC,533
US,SC1,202108,BRANDA,DC1,PRDCT1,CUSTC,558
US,SC1,202109,BRANDA,DC1,PRDCT1,CUSTC,536
US,SC1,202110,BRANDA,DC1,PRDCT1,CUSTC,532
US,SC1,202111,BRANDA,DC1,PRDCT1,CUSTC,550
US,SC1,202112,BRANDA,DC1,PRDCT1,CUSTC,515
US,SC1,202113,BRANDA,DC1,PRDCT1,CUSTC,546
US,SC1,202114,BRANDA,DC1,PRDCT1,CUSTC,540
US,SC1,202115,BRANDA,DC1,PRDCT1,CUSTC,537
